title,schema_error_count,publisher,errors,id
HES Diagnostic Imaging Dataset for CPRD GOLD,13,ALLIANCE > CPRD,"[{'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'doi', 'message': ""'doi' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'https://cprd.com/Data-access' is not one of ['<1 Week', '1-2 Weeks', '2-4 Weeks', '1-2 Months', '2-6 Months', '>6 Months', 'Other']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Access to patient level data is dependent on approval of a study protocol by the Independent Scientific Advisory Committee (ISAC). All required linked data sources must be requested on the application form. Additionally, researchers who are first time users of a linked dataset must contact the CPRD Observational Research Team to discuss their requirements before submitting their application. Data are only provided by CPRD when part of a data extract is linked to CPRD GOLD.\\n\\nhttps://www.cprd.com/linked-data' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Access to patient level data is dependent on approval of a study protocol by the Independent Scientific Advisory Committee (ISAC). All required linked data sources must be requested on the application form. Additionally, researchers who are first time users of a linked dataset must contact the CPRD Observational Research Team to discuss their requirements before submitting their application. Data are only provided by CPRD when part of a data extract is linked to CPRD GOLD.\\n\\nhttps://www.cprd.com/linked-data' is not of type 'array'""}, {'attribute': 'ageBand', 'message': ""ageBand: 'ALL' does not match '\\\\d{1,3}-\\\\d{1,3}'""}, {'attribute': 'conformsTo', 'message': ""conformsTo: 'https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-sets/diagnostic-imaging-data-set https://www.datadictionary.nhs.uk/data_dictionary/messages/clinical_data_sets/data_sets/diagnostic_imaging_data_set_fr.asp?shownav=1' is not one of ['HL7 FHIR', 'HL7 V2', 'HL7 CDA', 'HL7 CCOW', 'LOINC', 'DICOM', 'I2B2', 'IHE', 'OMOP', 'OPENEHR', 'SENTINEL', 'PCORNET', 'LOCAL', 'OTHER']""}, {'attribute': 'dataController', 'message': ""dataController: 'CPRD' is too short""}, {'attribute': 'dataProcessor', 'message': ""dataProcessor: 'CPRD' is not valid under any of the given schemas"", 'suberrors': ""    enum: 'CPRD' is not one of ['Not Applicable']""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'England' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'Quarterly' is not one of ['Static', 'Annual', 'Biennial', 'Quaterly', 'Bimonthly', 'Monthly', 'Biweekly', 'Daily', 'Irregular', 'Continious']""}]",aa8c53e8-f91f-41f7-9522-7e2462a9a84b
Mental Health Minimum Data Set,17,ALLIANCE > NHS DIGITAL,"[{'attribute': 'periodicity', 'message': ""'periodicity' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'keywords', 'message': ""'keywords' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'language', 'message': ""'language' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'creator', 'message': ""'creator' is a required property""}, {'attribute': 'doi', 'message': ""'doi' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'abstract', 'message': ""abstract: 'The Mental Health Minimum Data Set was superseded by the Mental Health and Learning Disabilities Data Set, which in turn was superseded by the Mental Health Services Data Set.\\xa0 The Mental Health Minimum Data Set collected data from the health records of individual children, young people and adults who were in contact with mental health services.' is too long""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'Once we have accepted your application after its initial review, the application is subject to our service levels. We only pause the elapsed time when we require further detail, such as a more explicit articulation of the purpose, or when approvals are required from an external body (such as Approved Researcher status from ONS).  Our service response times, from the date that the application is accepted to the date that you sign the Agreement' is not one of ['<1 Week', '1-2 Weeks', '2-4 Weeks', '1-2 Months', '2-6 Months', '>6 Months', 'Other']""}, {'attribute': 'datasetEndDate', 'message': ""datasetEndDate: '8/31/14' is not a 'date'""}, {'attribute': 'datasetStartDate', 'message': ""datasetStartDate: '4/1/06' is not a 'date'""}, {'attribute': 'derivedDatasets', 'message': ""derivedDatasets: 'No' is not valid under any of the given schemas"", 'suberrors': ""    enum: 'No' is not one of ['Not Known', 'Not Available']""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'England' is not a 'uri'""}, {'attribute': 'linkedDataset', 'message': ""linkedDataset: 'Listed as bridging files as appropriate' is not valid under any of the given schemas"", 'suberrors': ""    enum: 'Listed as bridging files as appropriate' is not one of ['Not Known', 'Not Available']""}]",acafb160-b18a-436e-90f1-dc4530a90267
REQUITE,9,ALLIANCE > TISSUE DIRECTORY,"[{'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'Please contact the publisher using Contact Point details provided' is not one of ['<1 Week', '1-2 Weeks', '2-4 Weeks', '1-2 Months', '2-6 Months', '>6 Months', 'Other']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Please contact the publisher using Contact Point details provided' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Please contact the publisher using Contact Point details provided' is not of type 'array'""}, {'attribute': 'doi', 'message': ""doi: 'Not Available' is not valid under any of the given schemas"", 'suberrors': ""    pattern: 'Not Available' does not match '^10.\\\\d{4,9}/[-._;()/:a-zA-Z0-9]+$'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'England' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'In Progress' is not one of ['Static', 'Annual', 'Biennial', 'Quaterly', 'Bimonthly', 'Monthly', 'Biweekly', 'Daily', 'Irregular', 'Continious']""}, {'attribute': 'physicalSampleAvailability', 'message': ""physicalSampleAvailability: 'DNA, Whole blood' is not one of ['Not Available', 'Bone Marrow', 'Cancer Cell Lines', 'Core Biopsy', 'CDNA/MRNA', 'DNA', 'Faeces', 'Immortalized Cel Lines', 'MicroRNA', 'Peripheral Blood Cells', 'Plasma', 'PM Tissue', 'Primary Cells', 'RNA', 'Saliva', 'Serum', 'Swabs', 'Tissue', 'Urine', 'Whole Blood', 'Availability To Be Confirmed']""}]",ace79a9e-1552-4287-9f6e-9d01f628252b
Cardiff University Biobank,9,ALLIANCE > TISSUE DIRECTORY,"[{'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'Please contact the publisher using Contact Point details provided' is not one of ['<1 Week', '1-2 Weeks', '2-4 Weeks', '1-2 Months', '2-6 Months', '>6 Months', 'Other']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Please contact the publisher using Contact Point details provided' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Please contact the publisher using Contact Point details provided' is not of type 'array'""}, {'attribute': 'doi', 'message': ""doi: 'Not Available' is not valid under any of the given schemas"", 'suberrors': ""    pattern: 'Not Available' does not match '^10.\\\\d{4,9}/[-._;()/:a-zA-Z0-9]+$'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'Wales' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'In Progress' is not one of ['Static', 'Annual', 'Biennial', 'Quaterly', 'Bimonthly', 'Monthly', 'Biweekly', 'Daily', 'Irregular', 'Continious']""}, {'attribute': 'physicalSampleAvailability', 'message': ""physicalSampleAvailability: 'Plasma, Saliva, Serum, Whole blood' is not one of ['Not Available', 'Bone Marrow', 'Cancer Cell Lines', 'Core Biopsy', 'CDNA/MRNA', 'DNA', 'Faeces', 'Immortalized Cel Lines', 'MicroRNA', 'Peripheral Blood Cells', 'Plasma', 'PM Tissue', 'Primary Cells', 'RNA', 'Saliva', 'Serum', 'Swabs', 'Tissue', 'Urine', 'Whole Blood', 'Availability To Be Confirmed']""}]",ad5c7693-983e-4f32-a979-9ab550f2084a
Optimum Patient Care Research Database,10,HUB > BREATHE,"[{'attribute': 'dataController', 'message': ""'dataController' is a required property""}, {'attribute': 'periodicity', 'message': ""'periodicity' is a required property""}, {'attribute': 'datasetStartDate', 'message': ""'datasetStartDate' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'doi', 'message': ""'doi' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'http://opcrd.co.uk/opcrd-data-request/' is not one of ['<1 Week', '1-2 Weeks', '2-4 Weeks', '1-2 Months', '2-6 Months', '>6 Months', 'Other']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Available upon request' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Available upon request' is not of type 'array'""}, {'attribute': 'ageBand', 'message': ""ageBand: 'Any Age' does not match '\\\\d{1,3}-\\\\d{1,3}'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'United Kingdom' is not a 'uri'""}]",ae4b8371-d037-46e8-bdcd-bf3de08ef38e
Cambridge Blood and Stem Cell Biobank,9,ALLIANCE > TISSUE DIRECTORY,"[{'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'Please contact the publisher using Contact Point details provided' is not one of ['<1 Week', '1-2 Weeks', '2-4 Weeks', '1-2 Months', '2-6 Months', '>6 Months', 'Other']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Please contact the publisher using Contact Point details provided' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Please contact the publisher using Contact Point details provided' is not of type 'array'""}, {'attribute': 'doi', 'message': ""doi: 'Not Available' is not valid under any of the given schemas"", 'suberrors': ""    pattern: 'Not Available' does not match '^10.\\\\d{4,9}/[-._;()/:a-zA-Z0-9]+$'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'England' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'In Progress' is not one of ['Static', 'Annual', 'Biennial', 'Quaterly', 'Bimonthly', 'Monthly', 'Biweekly', 'Daily', 'Irregular', 'Continious']""}, {'attribute': 'physicalSampleAvailability', 'message': ""physicalSampleAvailability: 'Bone marrow, DNA, Peripheral blood cells, Plasma, RNA, Serum' is not one of ['Not Available', 'Bone Marrow', 'Cancer Cell Lines', 'Core Biopsy', 'CDNA/MRNA', 'DNA', 'Faeces', 'Immortalized Cel Lines', 'MicroRNA', 'Peripheral Blood Cells', 'Plasma', 'PM Tissue', 'Primary Cells', 'RNA', 'Saliva', 'Serum', 'Swabs', 'Tissue', 'Urine', 'Whole Blood', 'Availability To Be Confirmed']""}]",ae4f0589-8679-48a1-ad04-2324a5001869
National Audit of Care at the End of Life - Quality Survey,13,ALLIANCE > HQIP,"[{'attribute': 'accessRequestCost', 'message': ""'accessRequestCost' is a required property""}, {'attribute': 'dataController', 'message': ""'dataController' is a required property""}, {'attribute': 'license', 'message': ""'license' is a required property""}, {'attribute': 'periodicity', 'message': ""'periodicity' is a required property""}, {'attribute': 'datasetStartDate', 'message': ""'datasetStartDate' is a required property""}, {'attribute': 'populationType', 'message': ""'populationType' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'creator', 'message': ""'creator' is a required property""}, {'attribute': 'doi', 'message': ""'doi' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}]",aeb2f1ea-c914-4b30-94c8-9fd3eb51b288
Cystic Fibrosis Patient NTM culture,7,ALLIANCE > CYSTIC FIBROSIS TRUST,"[{'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: '16 weeks (8 weeks for Committee decision and 8 weeks for data extraction and processing)' is not one of ['<1 Week', '1-2 Weeks', '2-4 Weeks', '1-2 Months', '2-6 Months', '>6 Months', 'Other']""}, {'attribute': 'ageBand', 'message': ""ageBand: 'Any Age' does not match '\\\\d{1,3}-\\\\d{1,3}'""}, {'attribute': 'derivedDatasets', 'message': ""derivedDatasets: 'Not Applicable' is not valid under any of the given schemas"", 'suberrors': ""    enum: 'Not Applicable' is not one of ['Not Known', 'Not Available']""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'UK' is not a 'uri'""}, {'attribute': 'linkedDataset', 'message': ""linkedDataset: 'All our datasets are linked by a common identifier. No external linkages.' is not valid under any of the given schemas"", 'suberrors': ""    enum: 'All our datasets are linked by a common identifier. No external linkages.' is not one of ['Not Known', 'Not Available']""}, {'attribute': 'periodicity', 'message': ""periodicity: 'Annually' is not one of ['Static', 'Annual', 'Biennial', 'Quaterly', 'Bimonthly', 'Monthly', 'Biweekly', 'Daily', 'Irregular', 'Continious']""}]",af148400-1ec6-436d-910e-45350a54c390
Community perception on public health measures for COVID-19 prevention/control,8,HUB > BREATHE,"[{'attribute': 'accessRequestCost', 'message': ""'accessRequestCost' is a required property""}, {'attribute': 'periodicity', 'message': ""'periodicity' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Access is managed on a project-by-project basis. Contact the RESPIRE team: https://www.ed.ac.uk/usher/respire/about/projects' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Access is managed on a project-by-project basis. Contact the RESPIRE team: https://www.ed.ac.uk/usher/respire/about/projects' is not of type 'array'""}, {'attribute': 'ageBand', 'message': ""ageBand: '18+' does not match '\\\\d{1,3}-\\\\d{1,3}'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'Pakistan' is not a 'uri'""}]",af238430-c257-4d60-9ff0-1de6b825f09e
RAPPER,9,ALLIANCE > TISSUE DIRECTORY,"[{'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'Please contact the publisher using Contact Point details provided.' is not one of ['<1 Week', '1-2 Weeks', '2-4 Weeks', '1-2 Months', '2-6 Months', '>6 Months', 'Other']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Please contact the publisher using Contact Point details provided.' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Please contact the publisher using Contact Point details provided.' is not of type 'array'""}, {'attribute': 'doi', 'message': ""doi: 'Not Available' is not valid under any of the given schemas"", 'suberrors': ""    pattern: 'Not Available' does not match '^10.\\\\d{4,9}/[-._;()/:a-zA-Z0-9]+$'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'England' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'In Progress' is not one of ['Static', 'Annual', 'Biennial', 'Quaterly', 'Bimonthly', 'Monthly', 'Biweekly', 'Daily', 'Irregular', 'Continious']""}, {'attribute': 'physicalSampleAvailability', 'message': ""physicalSampleAvailability: 'DNA, Whole blood' is not one of ['Not Available', 'Bone Marrow', 'Cancer Cell Lines', 'Core Biopsy', 'CDNA/MRNA', 'DNA', 'Faeces', 'Immortalized Cel Lines', 'MicroRNA', 'Peripheral Blood Cells', 'Plasma', 'PM Tissue', 'Primary Cells', 'RNA', 'Saliva', 'Serum', 'Swabs', 'Tissue', 'Urine', 'Whole Blood', 'Availability To Be Confirmed']""}]",b0886a0c-7ddc-4c2b-a499-afd7262fbe56
"Deeply-phenotyped hospital COVID patients: severity, acuity, therapies, outcomes",10,HUB > PIONEER,"[{'attribute': 'license', 'message': ""'license' is a required property""}, {'attribute': 'populationType', 'message': ""'populationType' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'doi', 'message': ""'doi' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: '1-2 MONTHS' is not one of ['<1 Week', '1-2 Weeks', '2-4 Weeks', '1-2 Months', '2-6 Months', '>6 Months', 'Other']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'www.PIONEERdatahub.co.uk' is not valid under any of the given schemas"", 'suberrors': ""    type: 'www.PIONEERdatahub.co.uk' is not of type 'array'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'West Midlands' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'OTHER' is not one of ['Static', 'Annual', 'Biennial', 'Quaterly', 'Bimonthly', 'Monthly', 'Biweekly', 'Daily', 'Irregular', 'Continious']""}, {'attribute': 'physicalSampleAvailability', 'message': ""physicalSampleAvailability: 'NOT AVAILABLE' is not one of ['Not Available', 'Bone Marrow', 'Cancer Cell Lines', 'Core Biopsy', 'CDNA/MRNA', 'DNA', 'Faeces', 'Immortalized Cel Lines', 'MicroRNA', 'Peripheral Blood Cells', 'Plasma', 'PM Tissue', 'Primary Cells', 'RNA', 'Saliva', 'Serum', 'Swabs', 'Tissue', 'Urine', 'Whole Blood', 'Availability To Be Confirmed']""}]",b095d7ad-5fac-4279-94b0-3c0b0c260acf
North West London High Cost Drugs Data (NWL HCD),7,HUB > DISCOVER NOW,"[{'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: '1-2 MONTHS' is not one of ['<1 Week', '1-2 Weeks', '2-4 Weeks', '1-2 Months', '2-6 Months', '>6 Months', 'Other']""}, {'attribute': 'derivedDatasets', 'message': ""derivedDatasets: 'Not Applicable' is not valid under any of the given schemas"", 'suberrors': ""    enum: 'Not Applicable' is not one of ['Not Known', 'Not Available']""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'NHS Brent CCG; NHS Central London CCG; NHS Ealing CCG; NHS Hammersmith &Fulham CCG; NHS Harrow CCG; NHS Hillingdon CCG; NHS Hounslow CCG; NHS West London CCG' is not a 'uri'""}, {'attribute': 'linkedDataset', 'message': ""linkedDataset: 'This can be linked to: Accident and Emergency Admitted Patient Care Outpatient Care Patient level data Primary care events Primary care prescriptions  Adult social care  Mental Health  Community' is not valid under any of the given schemas"", 'suberrors': ""    enum: 'This can be linked to: Accident and Emergency Admitted Patient Care Outpatient Care Patient level data Primary care events Primary care prescriptions  Adult social care  Mental Health  Community' is not one of ['Not Known', 'Not Available']""}, {'attribute': 'periodicity', 'message': ""periodicity: 'MONTHLY' is not one of ['Static', 'Annual', 'Biennial', 'Quaterly', 'Bimonthly', 'Monthly', 'Biweekly', 'Daily', 'Irregular', 'Continious']""}, {'attribute': 'physicalSampleAvailability', 'message': ""physicalSampleAvailability: 'NOT AVAILABLE' is not one of ['Not Available', 'Bone Marrow', 'Cancer Cell Lines', 'Core Biopsy', 'CDNA/MRNA', 'DNA', 'Faeces', 'Immortalized Cel Lines', 'MicroRNA', 'Peripheral Blood Cells', 'Plasma', 'PM Tissue', 'Primary Cells', 'RNA', 'Saliva', 'Serum', 'Swabs', 'Tissue', 'Urine', 'Whole Blood', 'Availability To Be Confirmed']""}]",b14a19db-f3fd-4298-93e9-9732d99d8ee9
Patient SIMD Postcode,16,ALLIANCE > HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,"[{'attribute': 'accessRequestCost', 'message': ""'accessRequestCost' is a required property""}, {'attribute': 'dataController', 'message': ""'dataController' is a required property""}, {'attribute': 'license', 'message': ""'license' is a required property""}, {'attribute': 'periodicity', 'message': ""'periodicity' is a required property""}, {'attribute': 'datasetStartDate', 'message': ""'datasetStartDate' is a required property""}, {'attribute': 'jurisdiction', 'message': ""'jurisdiction' is a required property""}, {'attribute': 'populationType', 'message': ""'populationType' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'keywords', 'message': ""'keywords' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'language', 'message': ""'language' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'creator', 'message': ""'creator' is a required property""}, {'attribute': 'doi', 'message': ""'doi' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}]",b2124786-9658-40cc-b5a3-6624885ce490
Primary-care data,12,UK Biobank,"[{'attribute': 'license', 'message': ""'license' is a required property""}, {'attribute': 'jurisdiction', 'message': ""'jurisdiction' is a required property""}, {'attribute': 'populationType', 'message': ""'populationType' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'doi', 'message': ""'doi' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'conformsTo', 'message': ""conformsTo: 'LOCAL,NHS DATA DICTIONARY,NHS SCOTLAND DATA DICTIONARY,NHS WALES DATA DICTIONARY' is not one of ['HL7 FHIR', 'HL7 V2', 'HL7 CDA', 'HL7 CCOW', 'LOINC', 'DICOM', 'I2B2', 'IHE', 'OMOP', 'OPENEHR', 'SENTINEL', 'PCORNET', 'LOCAL', 'OTHER']""}, {'attribute': 'controlledVocabulary', 'message': ""controlledVocabulary: 'LOCAL,READ,DM+D' is not valid under any of the given schemas"", 'suberrors': ""    type: 'LOCAL,READ,DM+D' is not of type 'array'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'Great Britain' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'IRREGULAR' is not one of ['Static', 'Annual', 'Biennial', 'Quaterly', 'Bimonthly', 'Monthly', 'Biweekly', 'Daily', 'Irregular', 'Continious']""}]",b27afede-a51d-4aae-8bf7-ce94888fe898
York Tissue Bank,8,ALLIANCE > TISSUE DIRECTORY,"[{'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'Please contact the publisher using Contact Point details provided' is not one of ['<1 Week', '1-2 Weeks', '2-4 Weeks', '1-2 Months', '2-6 Months', '>6 Months', 'Other']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Please contact the publisher using Contact Point details provided' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Please contact the publisher using Contact Point details provided' is not of type 'array'""}, {'attribute': 'doi', 'message': ""doi: 'Not Available' is not valid under any of the given schemas"", 'suberrors': ""    pattern: 'Not Available' does not match '^10.\\\\d{4,9}/[-._;()/:a-zA-Z0-9]+$'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'England' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'In Progress' is not one of ['Static', 'Annual', 'Biennial', 'Quaterly', 'Bimonthly', 'Monthly', 'Biweekly', 'Daily', 'Irregular', 'Continious']""}]",b36202ad-7652-460c-8389-baa1a1c1ac46
HCV Research UK,10,ALLIANCE > TISSUE DIRECTORY,"[{'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'Please contact the publisher using Contact Point details provided' is not one of ['<1 Week', '1-2 Weeks', '2-4 Weeks', '1-2 Months', '2-6 Months', '>6 Months', 'Other']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Please contact the publisher using Contact Point details provided' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Please contact the publisher using Contact Point details provided' is not of type 'array'""}, {'attribute': 'ageBand', 'message': ""ageBand: 'Any Age' does not match '\\\\d{1,3}-\\\\d{1,3}'""}, {'attribute': 'doi', 'message': ""doi: 'Not Available' is not valid under any of the given schemas"", 'suberrors': ""    pattern: 'Not Available' does not match '^10.\\\\d{4,9}/[-._;()/:a-zA-Z0-9]+$'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'Scotland' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'In Progress' is not one of ['Static', 'Annual', 'Biennial', 'Quaterly', 'Bimonthly', 'Monthly', 'Biweekly', 'Daily', 'Irregular', 'Continious']""}, {'attribute': 'physicalSampleAvailability', 'message': ""physicalSampleAvailability: 'DNA, Plasma, Serum, Whole blood' is not one of ['Not Available', 'Bone Marrow', 'Cancer Cell Lines', 'Core Biopsy', 'CDNA/MRNA', 'DNA', 'Faeces', 'Immortalized Cel Lines', 'MicroRNA', 'Peripheral Blood Cells', 'Plasma', 'PM Tissue', 'Primary Cells', 'RNA', 'Saliva', 'Serum', 'Swabs', 'Tissue', 'Urine', 'Whole Blood', 'Availability To Be Confirmed']""}]",b3a10154-a409-491a-92fb-e7fac47ccd91
