minMultiplicity,label,domainType,maxMultiplicity,description,dataTypeLabel,id,dataClass,aliases,dataModel,dataType
,ccdisstat,DataElement,,Critical care discharge status: Status at time of discharge.,Number,4ed6e006-c9f0-4af0-8ba5-eeabe42e8482,f19a8e86-e2b3-4f1f-ac2f-69d7c20e23ac,,88aef872-87fc-471b-a4ed-276349ef575a,PrimitiveType
,ccdisdest,DataElement,,Critical care discharge destination: Destination of critical care discharge.,Number,edce275f-0135-4993-8347-78a15d47e9cd,f19a8e86-e2b3-4f1f-ac2f-69d7c20e23ac,,88aef872-87fc-471b-a4ed-276349ef575a,PrimitiveType
,ccdisrdytime,DataElement,,Critical care discharge ready time: Discharge ready time from unit.,String,53c32f8c-b65f-49d9-b458-665109322886,f19a8e86-e2b3-4f1f-ac2f-69d7c20e23ac,,88aef872-87fc-471b-a4ed-276349ef575a,PrimitiveType
,unitbedconfig,DataElement,,"Critical care unit bed configuration: The composition of bed types for your unit based on maximum funded and intended use, eg some units plan to use staff and beds flexibly, others are organised to take a full complement of level three patients or only ‘HDU’ patients.",Number,84a9e59b-50a1-43cd-8628-22a15d1207e2,f19a8e86-e2b3-4f1f-ac2f-69d7c20e23ac,,88aef872-87fc-471b-a4ed-276349ef575a,PrimitiveType
,ccsorcloc,DataElement,,Critical care source location: Specific location in the admission source.,Number,155baa63-e28e-4232-956d-9e4cfce9215e,f19a8e86-e2b3-4f1f-ac2f-69d7c20e23ac,,88aef872-87fc-471b-a4ed-276349ef575a,PrimitiveType
,ccadmisorc,DataElement,,"Critical care admission source: Information on the source of the patient is of use in analyzing unit workload and outcomes. Exactly the same classification is used as developed in collaboration with ICNARC (the Intensive Care National Audit and Research Centre).

Admission sequences are captured in two stages, ie there are two variables collected before unit admission, the critical care admission source and the location associated with the source
(ccsorcloc).",Number,b5a488aa-6f64-411c-8da5-737734aba087,f19a8e86-e2b3-4f1f-ac2f-69d7c20e23ac,,88aef872-87fc-471b-a4ed-276349ef575a,PrimitiveType
,ccdisrdydate,DataElement,,"Critical care discharge ready date: To identify and quantify significant problems in discharging patients from the unit, It is assumed for the purposes of these data that even under ideal condition, most discharges will take a reasonable amount to time to arrange and complete. Before normal discharge can occur two conditions must be satisfied, a clinician must assess the patient as suitable for discharge and somebody has to arrange an appropriate destination. From this point onwards, the patient is awaiting discharge, usually awaiting confirmation that the bed is available. The simplest way to monitor this aspect of critical care is to allow the ‘discharge period’ to be derived from the raw data and to allow users to analyse the information against whichever local or national criteria prevail at the time. In order to capture the raw data a point in time has to be identified as the start of the discharge period.
The discharge period begins when the following conditions have been met:
- The patient has been declared clinically ready for discharge or transfer.
- AND a formal request has been made to the hospital bed management system, (or
appropriate staff with authority to admit at the intended destination).
- AND the date and time of this status is recorded as such in the clinical record. (It may facilitate data collection if there is a recognised place for recording the request date and time either in the patient’s notes or within the data collection system for the CCMDS). Note that discharge planning may occur in advance of and in the expectation that a patient will become fit for discharge at a certain time in the future. For the purposes of these data, the start time will remain the point at which both conditions are fully satisfied. If a discharge is deemed a premature discharge this field should not be filled in. Thus, the discharge period is the number of hours between the start of the period and the actual time of departure from the unit as recorded elsewhere in the dataset.",String,ed0754c1-58b7-459e-b75c-2b77b2f54552,f19a8e86-e2b3-4f1f-ac2f-69d7c20e23ac,,88aef872-87fc-471b-a4ed-276349ef575a,PrimitiveType
,ccdisloc,DataElement,,Critical care discharge location: The principle location that the patient is being discharged to for further care.,Number,c37b68d7-de23-4674-a519-c3c2f52a3a2d,f19a8e86-e2b3-4f1f-ac2f-69d7c20e23ac,,88aef872-87fc-471b-a4ed-276349ef575a,PrimitiveType
,ccdisdate,DataElement,,"Critical care discharge date: Discharge date from unit if alive, date of death or date of declaration of brain stem death.",String,0f582a9a-d2d7-4e98-8d2b-4af43e1dcd2d,54565846-6302-4bc1-9853-ffab5e473885,,88aef872-87fc-471b-a4ed-276349ef575a,PrimitiveType
,epiend,DataElement,,"Episode end date: This field contains the date on which a patient left the care of a particular consultant, for one of the following reasons:
-  Discharged from hospital (includes transfers) or moved to the care of another consultant.
- A null entry either indicates that the episode was unfinished at the end of the data year, or the date was unknown.",String,e80a12d0-a8c7-4213-89a3-48a0905aedf1,54565846-6302-4bc1-9853-ffab5e473885,,88aef872-87fc-471b-a4ed-276349ef575a,PrimitiveType
,disdate,DataElement,,"Spell discharge date: This field contains the date on which the patient was discharged from hospital.
It is only present in the record for the last episode of a spell.",String,e5ca6424-baa3-4808-9bab-708a962542a2,54565846-6302-4bc1-9853-ffab5e473885,,88aef872-87fc-471b-a4ed-276349ef575a,PrimitiveType
,ccstarttime,DataElement,,Critical care start time: Time at which the critical care period started.,String,6694fc42-ef4e-43dd-8f03-02286d6df2a4,54565846-6302-4bc1-9853-ffab5e473885,,88aef872-87fc-471b-a4ed-276349ef575a,PrimitiveType
,ccunitfun,DataElement,,"Critical care unit function: The category of unit may be used in workload analysis examining the facilities in which patients received care both within large trusts, networks and nationally.

The options from 90 onwards are available in order to permit non-standard locations to be recorded as a separate period of critical care. Temporary (eg greater than four hours) delivery of level 2 and 3 care to patients in non-designated critical care areas may be recorded here, ie care that would ideally have been provided in a designated area if there had been sufficient capacity.",Number,f58f7e8e-92f7-4929-94b9-667ae533cea9,54565846-6302-4bc1-9853-ffab5e473885,,88aef872-87fc-471b-a4ed-276349ef575a,PrimitiveType
,ccapcrel,DataElement,,Critical care APC relationship: A comparison of the dates of the critical care period and those of the associated inpatient episode. This is used in the derivation of the best match flag by producing a hierarchy of relationships.,Number,08d6c6dc-a841-4432-a96f-3f40bb06bd03,54565846-6302-4bc1-9853-ffab5e473885,,88aef872-87fc-471b-a4ed-276349ef575a,PrimitiveType
,epistart,DataElement,,"Episode start date: This field contains the date on which a patient was under the care of a particular consultant. If a patient has more than one episode in a spell, for each new episode there is a new value of epistart.
However, the admission date which is copied to each new episode in a spell will remain unchanged and will be equal to the episode start date of the first episode in hospital.",String,9b21e421-3e22-401c-b243-d7ce583f358b,54565846-6302-4bc1-9853-ffab5e473885,,88aef872-87fc-471b-a4ed-276349ef575a,PrimitiveType
,bestmatch,DataElement,,Best match flag: A flag stating whether the row represents the best match between the critical care and episode start and end dates for this critical care period. This flag is used to limit the data in instances where there is more than one row per critical care period. See Appendix C in the Critical Care 2008-09 publication for further details.,String,6622229c-37fb-4905-b0dd-87fa0372cadb,54565846-6302-4bc1-9853-ffab5e473885,,88aef872-87fc-471b-a4ed-276349ef575a,PrimitiveType
,admidate,DataElement,,Spell admission date: This field contains the date the patient was admitted to hospital at the start of a hospital spell. Admidate is recorded on all episodes within a spell.,String,46ef21ac-4e32-42f5-8c20-ef67902e2e0e,54565846-6302-4bc1-9853-ffab5e473885,,88aef872-87fc-471b-a4ed-276349ef575a,PrimitiveType
,epitype,DataElement,,"Related record type: This field contains a code that defines the type of episode, so that groups of similar episodes can be formed.",Number,13cad7f1-68e4-4f7b-8a43-719af758f1e9,54565846-6302-4bc1-9853-ffab5e473885,,88aef872-87fc-471b-a4ed-276349ef575a,PrimitiveType
,susrecid,DataElement,,SUS record ID: SUS generated record identifier.,Number,26ccf800-4c50-4ec8-8c79-ad7ec5717df8,b803cd16-9236-4fac-b370-343a08b13d21,,88aef872-87fc-471b-a4ed-276349ef575a,PrimitiveType
,MHD_Age_At_Date_of_Discharge_From_InPatient_Care,DataElement,,,Number,98c10883-c64d-4e27-bdc1-8cb2eb4121fd,3de57464-ca06-4221-9608-9ae99dfdbda7,['MHD_Age_At_Date_of_Discharge_From_InPatient_Care'],895e5c2f-e484-4d08-91c6-35ac2f85c231,PrimitiveType
,Year of First Known Psychiatric Care,DataElement,,,Number,65f07b6c-d074-49a2-aa2c-e12e8ebff4ca,3de57464-ca06-4221-9608-9ae99dfdbda7,['MHD_Year_of_First_Known_Psychiatric_Care'],895e5c2f-e484-4d08-91c6-35ac2f85c231,PrimitiveType
,MHD_Age_At_Date_of_Detention_Under_Mental_Health,DataElement,,,Number,148bfa2a-705a-4ad6-bbc2-9e547a0231ec,3de57464-ca06-4221-9608-9ae99dfdbda7,['MHD_Age_At_Date_of_Detention_Under_Mental_Health'],895e5c2f-e484-4d08-91c6-35ac2f85c231,PrimitiveType
,MHD_Age_At_Most_Recent_HoNOS_Date,DataElement,,,Number,21c88317-7357-4240-9a1c-e55417873dc6,3de57464-ca06-4221-9608-9ae99dfdbda7,['MHD_Age_At_Most_Recent_HoNOS_Date'],895e5c2f-e484-4d08-91c6-35ac2f85c231,PrimitiveType
,Reporting Period (Mental Health),DataElement,,,String,09c34646-e982-4344-95ab-bcc468f6ba62,3de57464-ca06-4221-9608-9ae99dfdbda7,['MHD_Reporting_Period'],895e5c2f-e484-4d08-91c6-35ac2f85c231,PrimitiveType
,Start Date (Mental Health Care Spell),DataElement,,,String,e65a24db-fb25-4387-935d-760c1e6f29ea,3de57464-ca06-4221-9608-9ae99dfdbda7,['MHD_Start_Date_MHCS'],895e5c2f-e484-4d08-91c6-35ac2f85c231,PrimitiveType
,Mental Health Care Team Type (at End of Reporting Period),DataElement,,,Number,5a24e58e-480c-47d2-9037-4d3bb4f78499,3de57464-ca06-4221-9608-9ae99dfdbda7,['MHD_MHC_Team_Type'],895e5c2f-e484-4d08-91c6-35ac2f85c231,PrimitiveType
,MHD_Number_of_Concurrent_Legal_Status,DataElement,,,Number,cf7f9f4e-ed6a-463e-8f3a-12aac69f1af8,3de57464-ca06-4221-9608-9ae99dfdbda7,['MHD_Number_of_Concurrent_Legal_Status'],895e5c2f-e484-4d08-91c6-35ac2f85c231,PrimitiveType
,"Day Care Attendance MH Non-NHS Site
Indicator",DataElement,,,Number,ceb1885b-bd36-4202-a799-20b2b7874cd8,3de57464-ca06-4221-9608-9ae99dfdbda7,['MHD_Day_care_Attendance_MH_Non_NHS_Site_Indicator'],895e5c2f-e484-4d08-91c6-35ac2f85c231,PrimitiveType
,Contacts (Clinical Psychologist),DataElement,,,Number,9db4dbfd-88cf-4f38-80c0-cd7e0349f0bc,3de57464-ca06-4221-9608-9ae99dfdbda7,['MHD_Contacts_Clinical_Psychologist'],895e5c2f-e484-4d08-91c6-35ac2f85c231,PrimitiveType
,consent_date,DataElement,,Date consent was given,Date,2b48b22d-d116-42b4-a3ae-81eb8f2ce060,1485da89-01b2-42ed-b21b-c913e785a7c4,,89e57932-ac48-48ac-a6e5-29795bc38b94,PrimitiveType
,participant_ID,DataElement,,Participant Identifier,String,c45b9c7b-d7ee-474c-8204-7c68f0a6ab8c,1485da89-01b2-42ed-b21b-c913e785a7c4,,89e57932-ac48-48ac-a6e5-29795bc38b94,PrimitiveType
,information_leaflet_version,DataElement,,Version of the information leaflet received by the participant,String,f30f1286-5067-4102-ba3b-5f421dcf0d2b,1485da89-01b2-42ed-b21b-c913e785a7c4,,89e57932-ac48-48ac-a6e5-29795bc38b94,PrimitiveType
,consent_version,DataElement,,Version of the consent form signed by the participant,String,3e5436ea-6e62-446b-9b15-20027f5e7d79,1485da89-01b2-42ed-b21b-c913e785a7c4,,89e57932-ac48-48ac-a6e5-29795bc38b94,PrimitiveType
,consented_by,DataElement,,Nurse/Admin who consented the participant,String,15976803-b819-46a1-abfb-bbe461612e97,1485da89-01b2-42ed-b21b-c913e785a7c4,,89e57932-ac48-48ac-a6e5-29795bc38b94,PrimitiveType
,DEATH_REG_DT,DataElement,,Date the death was registered. Value Labels/Coding: dates are in the format YYYYMMDD for example 24 February 2015 would be 20150224. This date is derived from the death certificate.,TIMESTAMP,b14da960-29fc-4b9c-9eba-787a6163e1f7,07be3abb-f9e2-4fc1-805b-f964d9f043f9,,8a9404f0-5209-4438-8261-b3a0d2d563f5,PrimitiveType
,DEC_SEX_CD,DataElement,,"Coded sex of deceased. This is derived from the death certificate; data is loaded in with M, F, I, X, Y, Z which are then recoded so, M and Y = 1, F and Z=2 and I and X=3. In published tables, 1 and 3 are classed as males and 2 is classed as female.",VARCHAR,c1806391-5698-48f7-9359-d2b0f210219e,07be3abb-f9e2-4fc1-805b-f964d9f043f9,,8a9404f0-5209-4438-8261-b3a0d2d563f5,PrimitiveType
,DEATHSTATS_PREV_CENSUS_COUNTRY_CD,DataElement,,"Country code in which the deceased is/was resident, based on the previous census. For 2007 onwards, the National Statistics Country Classification [NSCC] has been used to code country of birth. The classification is available online via NSCC. For dates 1982-2006, country of birth code lists for this period is provided in separate excel file.",VARCHAR,292e5491-65d0-413b-a088-dd2b196ab02a,07be3abb-f9e2-4fc1-805b-f964d9f043f9,,8a9404f0-5209-4438-8261-b3a0d2d563f5,PrimitiveType
,DEATH_POSTCODE_IMPUTATION_IND_CD,DataElement,,"No postcode is present when deceased's area of usual residence is outside of the UK. Where the deceased's usual residence is within England and Wales and the postcode is not present or is considered invalid, a postcode will be imputed (PCDIND = 1). The indicator is set to 1 automatically if a valid postcode is not present when data are received. This field is blank if the postcode has otherwise not been imputed. Data present throughout except 1998.",VARCHAR,a39201a9-ed4e-4863-afa1-b886726885a7,07be3abb-f9e2-4fc1-805b-f964d9f043f9,,8a9404f0-5209-4438-8261-b3a0d2d563f5,PrimitiveType
,DEC_BIRTHCOUNTRY_CD,DataElement,,"Country code of place of birth of the deceased. For 2007 onwards, the National Statistics Country Classification [NSCC] has been used to code country of birth. The classification is available online via NSCC. For dates 1982-2006, country of birth code lists for this period is provided in separate excel file.",VARCHAR,dc9ddc66-ad19-4306-a684-c856e78dca9b,07be3abb-f9e2-4fc1-805b-f964d9f043f9,,8a9404f0-5209-4438-8261-b3a0d2d563f5,PrimitiveType
,DEATH_ESTABLISHMENT_TYPE_CD,DataElement,,"Establishment type where birth occurred [e.g. NHS facility or other/elsewhere]. Value labels/coding/range 01-83,99; see communal establishment list. Covers all records where death took place in communal establishment. Derived in the Communal Establishment Coding process which uses the entity code held in CESTRSS [Communal Establishment Code] to find establishment type on the OGSS Communal Establishment file.",VARCHAR,7160afed-f002-4960-990c-6363a59cb713,07be3abb-f9e2-4fc1-805b-f964d9f043f9,,8a9404f0-5209-4438-8261-b3a0d2d563f5,PrimitiveType
,DEC_COUNTYANDDISTRICT_CD,DataElement,,"County and district code of usual residence of deceased. These geographies will differ across the UK, based on time. In Wales, this is/was a subdivision of Counties at the time.",VARCHAR,e36df096-62fb-4287-8ab8-d15835ed59f5,07be3abb-f9e2-4fc1-805b-f964d9f043f9,,8a9404f0-5209-4438-8261-b3a0d2d563f5,PrimitiveType
,DEC_STATS_PREV_CENSUS_LA_CD,DataElement,,"Local Authority code in which the deceased is/was resident, based on the previous census.",VARCHAR,e64cd788-7bb5-4b86-800a-75316a2360ac,07be3abb-f9e2-4fc1-805b-f964d9f043f9,,8a9404f0-5209-4438-8261-b3a0d2d563f5,PrimitiveType
,DEATHSTATS_PREV_CENSUS_HEALTH_ORG_CD,DataElement,,"Organisation Code for the Local Health Board (LHB) for the place of the deceased , based upon the previous census. Identified via the NHS Postcode Directory.",VARCHAR,83742244-cf88-430b-9d2b-43112a0a3df5,07be3abb-f9e2-4fc1-805b-f964d9f043f9,,8a9404f0-5209-4438-8261-b3a0d2d563f5,PrimitiveType
,DEATHCAUSE_DIAG_7_CD,DataElement,,"Coded cause of death, this is coded to ICD9 for deaths from 1993-2000 and ICD10 for deaths from 2001- Onwards",VARCHAR,032dfad2-db62-4115-b663-f3aa65cbe238,07be3abb-f9e2-4fc1-805b-f964d9f043f9,,8a9404f0-5209-4438-8261-b3a0d2d563f5,PrimitiveType
,townsend2001_20,DataElement,,"Townsend 2001 ‘twentile’ (1=LEAST deprived,…, 20=MOST deprived)",integer: 2,58a3c8a8-d2f4-4e62-a7b6-3e2446283736,25a01b11-d46d-488d-9e0f-68a8210a47db,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,pracid,DataElement,,The encrypted unique key given to a practice in CPRD GOLD or CPRD Aurum,integer: 5,f5f240e3-e1c2-4cd3-b889-088c75c3e202,25a01b11-d46d-488d-9e0f-68a8210a47db,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,townsend2001_10,DataElement,,"Townsend 2001 decile (1=LEAST deprived,…, 10=MOST deprived)",integer: 2,cc78eb07-dab2-41a0-83ac-8ae32c779cfb,25a01b11-d46d-488d-9e0f-68a8210a47db,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,patid,DataElement,,The encrypted unique key given to a patient in CPRD GOLD or CPRD Aurum [primary key],integer: 20,87f5a19c-1c9d-4e32-9669-682cc72e32fc,25a01b11-d46d-488d-9e0f-68a8210a47db,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,townsend2001_5,DataElement,,"Townsend 2001 quintile (1=LEAST deprived,…, 5=MOST deprived)",integer: 1,d5576592-d112-420b-b3a3-567c8963c1d5,25a01b11-d46d-488d-9e0f-68a8210a47db,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,imd2004_5,DataElement,,"IMD 2004 quintile (1=LEAST deprived,…, 5=MOST deprived)",integer: 1,a9572f70-80c6-4c47-b6c9-1988642d526f,8ea87107-612c-4e03-b13b-f969afa34c25,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,imd2004_20,DataElement,,"IMD 2004 ‘twentile’ (1=LEAST deprived,…, 20=MOST deprived)",integer: 2,e885c45d-2743-4fdc-b52b-c39af4ce99d4,8ea87107-612c-4e03-b13b-f969afa34c25,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,patid,DataElement,,The encrypted unique key given to a patient in CPRD GOLD or CPRD Aurum [primary key],integer: 20,cb13d982-164d-4d6e-86ea-47d5cb25ca5a,8ea87107-612c-4e03-b13b-f969afa34c25,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,pracid,DataElement,,The encrypted unique key given to a practice in CPRD GOLD or CPRD Aurum,integer: 5,b6a50563-f144-4e57-acc0-f33330acc17d,8ea87107-612c-4e03-b13b-f969afa34c25,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,imd2004_10,DataElement,,"IMD 2004 decile (1=LEAST deprived,…, 10=MOST deprived)",integer: 2,0c97a8b6-9884-4b12-843c-5a7a59ecaef3,8ea87107-612c-4e03-b13b-f969afa34c25,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,carstairs2011_5,DataElement,,"Carstairs 2011 quintile (1=LEAST deprived,…, 5=MOST deprived)",integer: 1,f4046029-cfc7-4a44-aac3-cf002b628269,b00271c3-b9af-4e97-9179-10674f10bb46,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,patid,DataElement,,The encrypted unique key given to a patient in CPRD GOLD or CPRD Aurum [primary key],integer: 20,40d162c0-a8d1-49cb-a3aa-a2739f48d0ea,b00271c3-b9af-4e97-9179-10674f10bb46,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,pracid,DataElement,,The encrypted unique key given to a practice in CPRD GOLD or CPRD Aurum,integer: 5,2fba704e-8161-48e5-bc3d-19a2415c734c,b00271c3-b9af-4e97-9179-10674f10bb46,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,carstairs2011_20,DataElement,,"Carstairs 2011 ‘twentile’ (1=LEAST deprived,…, 20=MOST deprived)",integer: 2,35a98cf4-dc09-4271-b9df-4a1f742bcd6b,b00271c3-b9af-4e97-9179-10674f10bb46,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,carstairs2011_10,DataElement,,"Carstairs 2011 decile (1=LEAST deprived,…, 10=MOST deprived)",integer: 2,8d454595-325c-4f33-9d0b-fb14633470ba,b00271c3-b9af-4e97-9179-10674f10bb46,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,imd2010_10,DataElement,,"IMD 2010 decile (1=LEAST deprived,…, 10=MOST deprived)",integer: 2,acdfb05d-7c97-4391-85cb-5a32c21905a2,9e6607f8-7efc-4c03-b055-9c798cb93761,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,patid,DataElement,,The encrypted unique key given to a patient in CPRD GOLD or CPRD Aurum [primary key],integer: 20,84cd5893-c0e6-4756-ac89-5e01064cd15b,9e6607f8-7efc-4c03-b055-9c798cb93761,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,imd2010_5,DataElement,,"IMD 2010 quintile (1=LEAST deprived,…, 5=MOST deprived)",integer: 1,b6b9cfac-1ef5-4707-a568-33ba5faacbf0,9e6607f8-7efc-4c03-b055-9c798cb93761,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,pracid,DataElement,,The encrypted unique key given to a practice in CPRD GOLD or CPRD Aurum,integer: 5,0c23c142-4b41-478c-93a3-70430c7ef3ab,9e6607f8-7efc-4c03-b055-9c798cb93761,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,imd2010_20,DataElement,,"IMD 2010 ‘twentile’ (1=LEAST deprived,…, 20=MOST deprived)",integer: 2,529ad3e6-914e-461b-a8a7-870eb2a1ff58,9e6607f8-7efc-4c03-b055-9c798cb93761,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,e2015_access_10,DataElement,,"England: IMD2015 access domain: quintile (1=LEAST deprived,…, 10=MOST deprived)",integer: 2,e214dddf-5910-4e75-bcb2-df5179907b87,b21da961-e94a-4812-892c-1ca48ac151cb,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,e2015_access_20,DataElement,,"England: IMD2015 access domain: ‘twentile’ (1=LEAST deprived,…, 20=MOST deprived)",integer: 2,802afeea-2915-405e-89b8-292951fa12b6,b21da961-e94a-4812-892c-1ca48ac151cb,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,e2015_crime_5,DataElement,,"England: IMD2015 crime domain: quintile (1=LEAST deprived,…, 5=MOST deprived)",integer: 1,9230bd60-a16b-4fdf-95e9-83c97771b90c,b21da961-e94a-4812-892c-1ca48ac151cb,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,e2015_ environment_5,DataElement,,"England: IMD2015 environment domain: quintile (1=LEAST deprived,…, 5=MOST deprived)",integer: 1,35c0e802-9943-4d85-b602-dec62550b0f5,b21da961-e94a-4812-892c-1ca48ac151cb,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,patid,DataElement,,The encrypted unique key given to a patient in CPRD GOLD or CPRD Aurum [primary key],integer: 20,de0b1e91-984e-40c3-a039-4244664ba148,b21da961-e94a-4812-892c-1ca48ac151cb,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,e2015_health_20,DataElement,,"England: IMD2015 health domain: ‘twentile’ (1=LEAST deprived,…, 20=MOST deprived)",integer: 2,5195dffd-bc31-410e-af70-cddbaac526ed,b21da961-e94a-4812-892c-1ca48ac151cb,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,e2015_access_5,DataElement,,"England: IMD2015 access domain: decile (1=LEAST deprived,…, 5=MOST deprived)",integer: 1,4e31bc54-22c8-4cf9-9a51-e918ab90f999,b21da961-e94a-4812-892c-1ca48ac151cb,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,e2015_education_5,DataElement,,"England: IMD2015 education domain: quintile (1=LEAST deprived,…, 5=MOST deprived)",integer: 1,1228b2c5-18be-41d9-98ac-eebec25d181b,b21da961-e94a-4812-892c-1ca48ac151cb,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,e2015_income_5,DataElement,,"England: IMD2015 income domain: quintile (1=LEAST deprived,…, 5=MOST deprived)",integer: 1,0de0c391-c233-484d-be9a-03b0c0a6301f,b21da961-e94a-4812-892c-1ca48ac151cb,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,e2015_education_10,DataElement,,"England: IMD2015 education domain: decile (1=LEAST deprived,…, 10=MOST deprived)",integer: 2,d48b995c-4378-4a1b-b62a-60268cc6606a,b21da961-e94a-4812-892c-1ca48ac151cb,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,pracid,DataElement,,The encrypted unique key given to a practice in CPRD GOLD or CPRD Aurum,integer: 5,e9b0e3e5-387e-4687-a093-43b478ee388b,614640a5-3d2f-47a3-8697-8d7c0839d586,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,patid,DataElement,,The encrypted unique key given to a patient in CPRD GOLD or CPRD Aurum [primary key],integer: 20,7b30a081-8e5a-4eb6-b7a8-847465e7dbed,614640a5-3d2f-47a3-8697-8d7c0839d586,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,imd2007_5,DataElement,,"IMD 2007 quintile (1=LEAST deprived,…, 5=MOST deprived)",integer: 1,3b841808-0160-4dac-b860-fc054d5a491b,614640a5-3d2f-47a3-8697-8d7c0839d586,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,imd2007_20,DataElement,,"IMD 2007 ‘twentile’ (1=LEAST deprived,…, 20=MOST deprived)",integer: 2,c5d46898-9983-42f2-a031-e436acdbd069,614640a5-3d2f-47a3-8697-8d7c0839d586,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,imd2007_10,DataElement,,"IMD 2007 decile (1=LEAST deprived,…, 10=MOST deprived)",integer: 2,e5e80ddb-f04e-4201-bb75-da5510cd492f,614640a5-3d2f-47a3-8697-8d7c0839d586,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,patid,DataElement,,The encrypted unique key given to a patient in CPRD GOLD or CPRD Aurum [primary key],integer: 20,6360c1be-cd12-41f1-a23f-533c1870ef88,caf662e2-7ac3-46db-96ea-364273463d68,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,imd2015_5,DataElement,,"IMD 2015 quintile (1=LEAST deprived,…, 5=MOST deprived)",integer: 1,fe90ffa2-0d1d-451e-a28f-4b39b5683088,caf662e2-7ac3-46db-96ea-364273463d68,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,pracid,DataElement,,The encrypted unique key given to a practice in CPRD GOLD or CPRD Aurum,integer: 5,9698dd44-339b-4863-8ab7-53a707825b79,caf662e2-7ac3-46db-96ea-364273463d68,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,imd2015_20,DataElement,,"IMD 2015 ‘twentile’ (1=LEAST deprived,…, 20=MOST deprived)",integer: 2,f456ab6e-b064-4d8a-863c-4e7536fcee13,caf662e2-7ac3-46db-96ea-364273463d68,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,imd2015_10,DataElement,,"IMD 2015 decile (1=LEAST deprived,…, 10=MOST deprived)",integer: 2,46ab5c30-afc7-4b8b-938d-1a31050526bb,caf662e2-7ac3-46db-96ea-364273463d68,,8ab1dc13-634e-46ae-9ba0-e094d446bd74,PrimitiveType
,PAT_RES_HEALTH_ORG_DERIVED_CD,DataElement,,"Derived Organisation Code (3 character code). Code for the Local Health Board (LHB) where the patient is a resident, identified via the NHS Postcode Directory. This ensures that the Local Health Board can receive information about the care given to its residents.

Note: For English Residents treated in Wales, use the Organisation Code of the Primary Care Trust (PCT) of Residence for all activity / waiting times data up to 31st March 2013. From 1st April 2013 (inclusive) onwards, use the Organisation Code of the Clinical Commissioning Group (CCG).",CHARACTER,736cfdb7-6812-4af0-ae22-f8240d9e589d,c17586b9-fd13-48c1-93d9-ca10c81480e1,,8b1f4b49-78b7-4f15-b4d0-ea2b009750cc,PrimitiveType
