0.0.1,0.0.2,0.0.3,0.0.5,0.8.0,1.0.0,10.0.0,11.0.0,12.0.0,13.0.0,14.0.0,15.0.0,16.0.0,17.0.0,18.0.0,2.0.0,3.0.0,4.0.0,5.0.0,6.0.0,7.0.0,8.0.0,9.0.0,abstract,accessRequestCost,accessRequestDuration,accessRights,ageBand,aliases,author,citations,conformsTo,contactPoint,controlledVocabulary,creator,dataClassesCount,dataController,dataElementsCount,dataProcessor,dataType,datasetEndDate,datasetStartDate,derivedDatasets,description,doi,domainType,editable,fileSize,finalised,format,geographicCoverage,group,id,identifier,issued,jurisdiction,keywords,label,language,lastUpdated,latest,license,linkedDataset,maxMultiplicity,minMultiplicity,modified,name,organisation,periodicity,physicalSampleAvailability,pid,populationType,publisher,releaseDate,statisticalPopulation,title,type,url,version
e6f2db43-ee6e-4a63-9fd3-e861858fb960,,,,,f1d3b068-7dd0-4a28-bd64-3519dd104eb6,,,,,,,,,,81bdcb7c-305f-46bf-8d9f-fe0813913d29,f88440b9-53fc-49df-82dd-9cdd3309bd36,,,,,,,Each participant recruited has an IBD-specific CRF completed by their clinical care team. These are non-exhaustive - we have the chance to ask for more information - but form the basis of analysis and recall.,https://bioresource.nihr.ac.uk/using-our-bioresource/industry-researchers/industry-bioresource-usage-costs/,2-6 MONTHS,https://bioresource.nihr.ac.uk/using-our-bioresource,18-85,,,Publications (with DOIs) are listed at https://bioresource.nihr.ac.uk/publications/,I2B2,nbr@bioresource.nihr.ac.uk,"SNOMED CT,HPO","NIHR BioResource. Acknowledgement text: ""We thank NIHR BioResource volunteers for their participation, and gratefully acknowledge NIHR BioResource centres, NHS Trusts and staff for their contribution. We thank the National Institute for Health Research, NHS Blood and Transplant, and Health Data Research UK as part of the Digital Innovation Hub Programme. The views expressed are those of the author(s) and not necessarily those of the NHS, the NIHR or the Department of Health and Social Care.""",7,Cambridge University Hospitals NHS Foundation Trust (CUH),14,"Data processors are NIHR BioResource staff, others with Letters of Access to CUH and approved members of staff at the data centre (AIMES, https://aimes.uk/)",String,,2016-01-13,Not Available,Prostate neoplasm,TBD,DataModel,False,50MB,True,text/csv,United Kingdom (https://www.geonames.org/2635167/united-kingdom.html),Not Applicable,7c0727cf-ffdc-45b1-82fe-abb68226df96,CRF,2020-01-13T15:06:24Z,GB-GBN,"IBD,Crohn's,colitis,recall,clinical,CRF,feasibility,cohort discovery",IBD NIHR BioResource: Case report form,en,,f88440b9-53fc-49df-82dd-9cdd3309bd36,The terms and conditions of data access are described in the Data Access Agreement (data-only requests) and Confirmation of Conduct forms (all other requests) available on the NIHR BioResource application process webpage https://bioresource.nihr.ac.uk/researchers/researchers/application-process/,"ALL,COVID-19 SARI-Watch (formerly CHESS),Civil Registration - Deaths,Covid-19 Second Generation Surveillance System,Emergency Care Data Set (ECDS),Hospital Episode Statistics Accident and Emergency,Hospital Episode Statistics Admitted Patient Care,Hospital Episode Statistics Critical Care,Hospital Episode Statistics Outpatients,Intensive Care National Audit & Research Centre (ICNARC) Case Mix Programme (https://www.icnarc.org/Our-Audit/Audits/Cmp/About)",,,2021-02-21T19:07:11Z,V252,,QUARTERLY,"DNA,PLASMA,SERUM",877a7275-b99d-4ed4-9691-de577e0ab49e,"The NIHR IBD BioResource - of which the HDR UK IBD Hub is part - consists of ~30,000 participants, and is continuing to recruit. It is split roughly: 50% Crohn’s, 47% colitis, 3% IBD unclassified",HUB > GUT REACTION,2021-03-31T00:00:00Z,,IBD NIHR BioResource: Case report form,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,3.0.0
,,,,,,,,,,,,,,,,,,,,,,,"There is a substantial overlap between the IBD NIHR BioResource and the IBD UK Genetics Consortium (IBDGC). The NIHR BioResource provides some DNA samples. IBDGC data is being provided by the Wellcome Sanger Institute, who are performing the sequencing.",https://bioresource.nihr.ac.uk/using-our-bioresource/industry-researchers/industry-bioresource-usage-costs/,2-6 MONTHS,https://bioresource.nihr.ac.uk/using-our-bioresource,18-85,,,Publications (with DOIs) are listed at https://www.ibdresearch.co.uk/what-is-inflammatory-bowel-disease-ibd/publications-from-the-uk-ibd-genetics-consortium/,LOCAL,nbr@bioresource.nihr.ac.uk,LOCAL,"IBD Genetics Consortium UK, Welcome Sanger Institute",0,Cambridge University Hospitals NHS Foundation Trust (CUH),,"Data processors are NIHR BioResource staff, others with Letters of Access to CUH and approved members of staff at the data centre (AIMES, https://aimes.uk/)",,,2016-01-13,European Genome-phenome Archive datasets:  https://ega-archive.org/studies/phs000367,"There is a substantial overlap between the participants in the IBD NIHR BioResource and the long-running IBD UK Genetics Consortium (IBDGC).  The Wellcome Sanger Institute performs the sequencing work for the IBDGC. The NIHR BioResource provides DNA samples to this initiative. For those samples, and where there is an additional overlap, e.g. because a participant has been seen before and therefore no new sample is required, this data is being provided to the Gut Reaction Hub by the Wellcome Sanger Institute.",,DataModel,False,,True,text/vcf,United Kingdom (https://www.geonames.org/2635167/united-kingdom.html),Not Applicable,f88fa262-525a-4d8a-94bd-cb6f5e7efbf7,,2021-02-21T16:33:05Z,GB-GBN,"IBD,Crohn's,colitis,WES,Exome,Genome,Sequencing",Wellcome Sanger Institute: Whole Exome Sequencing,en,,f88fa262-525a-4d8a-94bd-cb6f5e7efbf7,,,,,2021-02-21T16:30:21Z,,,IRREGULAR,"DNA,PLASMA,SERUM",cd20517c-2f75-40e9-9ee8-563d32624b55,,HUB > GUT REACTION,,,Wellcome Sanger Institute: Whole Exome Sequencing,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,0.0.1
7ad3855f-7c2b-42d2-8ca1-6bc92dc9ce5e,,,,,f8a268c1-831c-4c80-b62c-e254a572b9a0,,,,,,,,,,,,,,,,,,"Mechanical and non-invasive ventilation, tracheostomy. Ventilator settings, tidal volumes and pressures. ECMO, inotropes, other organ support, medications, investigations and serial physiology. The preceding care journey and outcomes",www.pioneerdatahub.co.uk/data/data-services-costs/,LESS 1 WEEK,https://www.pioneerdatahub.co.uk/data/data-request-process/,10-110,,,,LOCAL,PIONEER@UHB.NHS.UK,"OPCS4,SNOMED CT,ICD10","This publication  uses data from PIONEER, an ethically approved database and analytical environment (East Midlands Derby Research Ethics 20/EM/0158)",8,University Hospitals Birmingham NHS Foundation Trust,17,NOT APPLICABLE,datetime,2020-11-17,2015-06-04,,Datetime the results of the ob were made available to pratitioners,https://web.www.healthdatagateway.org/dataset/1a66dbc1-4f06-455c-85fc-68b372575cad,DataModel,False,,True,SQL,"West Midlands Region, UK",NOT APPLICABLE,04260350-34e1-4a55-b543-58dee3d73f5d,,2021-02-19T18:47:44Z,GB-GBN,"NHS,acute,exacerbation,COVID,pneumonia,pneumonitis,NEWS2,deterioration,alert,SEWS,oxygen,non-invasive ventilation,high flow oxygen,CPAP,airway pressure,inspiratory pressure,tidal volume,patient,acute hospitals,inpatient,ethnicity,multimorbidity,blood,biomarkers,physiology,demographics,treatments,therapies,interventions,outcomes,death,longitudinal,vital signs",Ventilation strategies for patients on intensive care,en,,f8a268c1-831c-4c80-b62c-e254a572b9a0,,,,,2021-02-25T14:40:30Z,time_completed,,QUARTERLY,NOT AVAILABLE,1a66dbc1-4f06-455c-85fc-68b372575cad,,HUB > PIONEER,2021-01-11T00:00:00Z,,Ventilation strategies for patients on intensive care,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,1.0.0
,,,,,,,,,,,,,,,,,,,,,,,REACT-2 is a large-scale national surveillance study in England. It examines the prevalence of antibodies to SARS-CoV-2 in adults the community. Participants complete finger prick self-testing at home (lateral flow immunoassay) and a questionnaire.,IN PROGRESS,,IN PROGRESS,18-150,,,https://doi.org/10.1101/2020.10.26.20219725,,react.access@imperial.ac.uk,,,0,Imperial College London,,,,2020-09-28,2020-06-20,,,,DataModel,False,,True,,"https://www.geonames.org/6269131/england.html, England",NOT APPLICABLE,f9959c00-c063-4fbf-933d-755e3b6ecedc,,2021-02-09T14:46:44Z,GB-ENG,"SARS-CoV-2, COVID-19, antibody, prevalence, surveillance",Real-time Assessment of Community Transmission (REACT) Study 2: COVID antibody,en,,f9959c00-c063-4fbf-933d-755e3b6ecedc,,,,,2021-02-09T14:44:04Z,,,,NOT AVAILABLE,70656016-c1c9-4bc2-93d1-c66341fcdf36,,ALLIANCE > IMPERIAL COLLEGE LONDON,,,Real-time Assessment of Community Transmission (REACT) Study 2: COVID antibody,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,0.0.1
8f75d140-deae-4638-be33-8b00d01fa81e,,,,,45895987-fdd9-4479-af2c-8e254d625573,,,,,,,,,,eb19fcd9-2e9e-4e27-aa79-ad235952b1ac,f99d82da-13eb-42db-ad0d-348be2173535,,,,,,,Collection of samples and data across the following diseases: Fit and well,Not specified,PLEASE CONTACT THE PUBLISHER USING CONTACT POINT DETAILS PROVIDED,Please contact the publisher using Contact Point details provided,15-150,,,Not Available,,Tommysnationalreproductivehealthbiobank@uhcw.nhs.uk,,In Progress,0,University Hospitals Coventry and Warwickshire NHS Trust,,Not Applicable,,,2017-01-01,Not Available,"The Tommy's Biobank aims to prospectively collect samples from pregnant and non pregnant women to help research in to pregnancy complications. The biobank has been granted permission to ethically approve research projects conducted in the field of reproductive health. The biobank will bring together six biobanks that will all collect samples of high quality according to the standard operating procedures written by experts in the field of reproductive health. 
We have obtained approval to collect:
1-Endometrium
2-Myometrium
3-Placenta,cord, cord blood
4-Urine
5-Maternal blood
6-Amniotic fluid
7-Vaginal Swabs
8-Omentum
9-Subcutaneous Fat
Samples from 1 week old baby
1-Urine
2-saliva
3-Buccal swab
4-meconium (stool)
5-Stool
Current Collections:
1- Myometrium from pregnant women who have undergone caesarean section or have had hysterectomies. 
2-Endometrium from recurrent miscarriage patients (Frozen, FFPE)
3-DNA ( Whole blood) from recurrent miscarriage patients",Not Available,DataModel,False,In Progress,True,In Progress,England,UKCRC Tissue Directory and Coordination Centre,f99d82da-13eb-42db-ad0d-348be2173535,GBR-1-255,2020-01-13T17:14:16Z,GB-ENG,"Fit and well,Tommy's National Reproductive Health Biobank,UKCRC Tissue Directory",Tommy's National Reproductive Health Biobank,en,,f99d82da-13eb-42db-ad0d-348be2173535,Please contact the publisher using Contact Point details provided,Not Available,,,2021-02-21T16:14:58Z,,,IN PROGRESS,TISSUE,20639743-9a28-43dd-a8af-7571ece2a7f8,Biobank samples and data,ALLIANCE > TISSUE DIRECTORY,2019-12-16T00:00:00Z,,Tommy's National Reproductive Health Biobank,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,3.0.0
07fcaf47-3c10-42f8-ac3a-2d548b279ebe,,,,,75cf9568-f1df-46d0-8bed-d5a4a504d3f5,,,,,,,,,,3a0599ed-5452-4299-956c-af5a30bbef23,f9c40294-92d8-45cd-b11a-70eb0fc09004,,,,,,,Collection of samples and data across the following diseases: Malignant tumour of breast.,Not specified,PLEASE CONTACT THE PUBLISHER USING CONTACT POINT DETAILS PROVIDED.,Please contact the publisher using Contact Point details provided.,Not Known,,,Not Available,,phoenix-icrctsu@icr.ac.uk,,In Progress,0,The Institute of Cancer Research,,Not Applicable,,,2019-01-01,Not Available,PHOENIX DDR/Anti-PD-L1 Trial: A pre-surgical window of opportunity and post-surgical adjuvant biomarker study of DNA damage response inhibition and/or anti-PD-L1 immunotherapy in patients with neoadjuvant chemotherapy resistant residual triple negative breast cancer.,Not Available,DataModel,False,In Progress,True,In Progress,England,UKCRC Tissue Directory and Coordination Centre,f9c40294-92d8-45cd-b11a-70eb0fc09004,GBR-1-209,2020-01-13T17:16:35Z,GB-ENG,"PHOENIX DDR,Anti-PD-L1 Trial,Malignant tumour of breast,UKCRC Tissue Directory",PHOENIX DDR-Anti-PD-L1 Trial,en,,f9c40294-92d8-45cd-b11a-70eb0fc09004,Please contact the publisher using Contact Point details provided.,Not Available,,,2021-02-21T16:11:06Z,,,IN PROGRESS,IN PROGRESS,df94730b-374b-4d91-8116-1c10a7c77c4e,Biobank samples and data,ALLIANCE > TISSUE DIRECTORY,2018-08-17T00:00:00Z,,PHOENIX DDR-Anti-PD-L1 Trial,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,3.0.0
47c6081c-fe94-4be1-88eb-d5c9f92b4e1a,,,,,84f9ad11-0cbf-41fc-89c5-715edcb504d1,,,,,,,,,,c324246a-22d9-45d8-9a7a-a513078be2d1,fa179e24-2068-4c34-b73c-230003010e9f,,,,,,,"The GENVASC Primary Care Data uses data from EMIS and SystmOne primary care systems coded with Read v2, Read CTV3 and SNOMED.  The GENVASC cohort contains healthy volunteers recruited in general practices during their Cardiovascular Risk Health Check.",,OTHER,In Progress,,,,,,NIHRLeicesterBRC@uhl-tr.nhs.uk,"READ,READ,SNOMED CT",,0,,,,,,,,"The GENVASC Primary Care Data is made up of data extracted from EMIS and SystmOne primary care systems coded with Read v2, Read CTV3 and SNOMED.  The GENVASC cohort contains healthy volunteers recruited in general practices at the time of their Cardiovascular Risk Health Check.",,DataModel,False,,True,,,GEN,fa179e24-2068-4c34-b73c-230003010e9f,GENPC,2020-01-13T14:58:45Z,GB-ENG,"GENPC,Primary Care,Cardiovascular",Genvasc Primary Care Data,en,,fa179e24-2068-4c34-b73c-230003010e9f,,,,,2021-02-21T16:21:09Z,,,,,f397acff-a7af-4062-8e8b-c85889cc41df,,ALLIANCE > UNIVERSITY HOSPITALS OF LEICESTER,,,Genvasc Primary Care Data,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,3.0.0
88a353dd-f06e-445f-a96a-a8cb2fc45ea2,,,,,aba523f1-92fc-4502-a0a8-f95507ae5003,,,,,,,,,,faf7ec31-999a-4d87-9d6d-8837ff2fa486,,,,,,,,"The National Adult Cardiac Surgery Audit (NACSA) collects data from NHS hospitals that carry out adult heart surgery, including coronary artery bypass grafts (CABG), valve surgery and aortic surgery.",,,"https://www.hqip.org.uk/national-programmes/accessing-ncapop-data
https://www.nicor.org.uk/for-researchers/data-sharing-application-process/",,,,,,DataSharing@hqip.org.uk,,,0,,,,,,,,"The National Adult Cardiac Surgery Audit (NACSA) collects continuous, consecutive, patient record-level operation data from all NHS hospitals in the UK that carry out adult heart surgery, including coronary artery bypass grafts CABG), valve surgery and aortic surgery. The dataset includes activity and outcomes including mortality and post-procedural complications. Data is input by clinicians via the NICOR web portal. This dataset began collection in 2015.",,DataModel,False,,True,,,National Clinical Audit and Patient Outcomes Programme (NCAPOP),faf7ec31-999a-4d87-9d6d-8837ff2fa486,NCAP - NACSA clinical dataset,2020-01-13T14:54:28Z,GB-GBN,"Audit, NCAP, Cardiac, Adult, Surgery",National Cardiac Audit Programme - National Adult Cardiac Surgery Audit (NACSA),en,,faf7ec31-999a-4d87-9d6d-8837ff2fa486,,,,,2020-04-27T09:24:00Z,,,,,5f37e3c2-b5ac-43eb-8eba-ac94dbbff103,,ALLIANCE > HQIP,,,National Cardiac Audit Programme - National Adult Cardiac Surgery Audit (NACSA),Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,2.0.0
3e5ec145-d37e-4167-bb7a-cc19b27b18fa,,,,,07abf678-a2c0-4d8b-8d25-8b9f180f9ff2,,,,,,,,,,25a6747a-f755-455a-93c6-9bb05f6de3c7,fb274dd9-27ab-4eac-9432-90373a9837e6,,,,,,,The NIHR BioResource asks those collecting data on participants as part of sample-only or recall studies to offer data for re-use by others. These offers may be taken up in future.,https://bioresource.nihr.ac.uk/using-our-bioresource/industry-researchers/industry-bioresource-usage-costs/,2-6 MONTHS,https://bioresource.nihr.ac.uk/using-our-bioresource,18-85,,,Publications (with DOIs) are listed at https://bioresource.nihr.ac.uk/publications/,LOCAL,nbr@bioresource.nihr.ac.uk,LOCAL,"NIHR BioResource. Acknowledgement text: ""We thank NIHR BioResource volunteers for their participation, and gratefully acknowledge NIHR BioResource centres, NHS Trusts and staff for their contribution. We thank the National Institute for Health Research, NHS Blood and Transplant, and Health Data Research UK as part of the Digital Innovation Hub Programme. The views expressed are those of the author(s) and not necessarily those of the NHS, the NIHR or the Department of Health and Social Care.""",0,Cambridge University Hospitals NHS Foundation Trust (CUH),,"Data processors are NIHR BioResource staff, others with Letters of Access to CUH and approved members of staff at the data centre (AIMES, https://aimes.uk/)",,,,Not Available,"The NIHR Bioresource consists of several groups of participants: ~70k from the general population and blood donors (COMPARE, INTERVAL and STRIDES studies); ~19k with one of ~50 rare diseases (RD) including a ~5k pilot for GEL; ~30k with Inflammatory Bowel Disease (IBD) which include the members of the HDR UK IBD Hub; and ~20k with Anxiety or depression (GLAD study). It intends to extend recruitment in all areas, and to other rare and common disease groups, with a target of ~300k by 2022.",,DataModel,False,,True,text/csv,United Kingdom (https://www.geonames.org/2635167/united-kingdom.html),Not Applicable,fb274dd9-27ab-4eac-9432-90373a9837e6,Returns,2020-01-13T15:06:29Z,GB-GBN,,NIHR BioResource: Returned datasets,en,,fb274dd9-27ab-4eac-9432-90373a9837e6,,,,,2021-02-21T18:54:03Z,,,IRREGULAR,AVAILABILITY TO BE CONFIRMED,261bcf76-8621-4f0d-b2e6-310993d73daa,,ALLIANCE > NIHR BIORESOURCE,,,NIHR BioResource: Returned datasets,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,3.0.0
,,,,,,,,,,,,,,,,,,,,,,,"All UK Biobank participants have been linked to their hospital inpatient data. This category contains data on hospital inpatient admissions, obtained through linkage to external data providers. Inpatients are defined as persons who are admitted to hospital and occupy a hospital bed. This includes both admissions where an overnight stay is planned and day cases. This can be linked to all other UK Biobank data via the project specific ID. Full range of data fields can be found at http://biobank.ndph.ox.ac.uk/showcase/label.cgi?id=2000",https://www.ukbiobank.ac.uk/enable-your-research/apply-for-access,1-2 MONTHS,https://www.ukbiobank.ac.uk/enable-your-research/apply-for-access,,,,,NHS DATA DICTIONARY,access@ukbiobank.ac.uk,"OPCS4,ICD10,ICD9",UK Biobank,0,UK Biobank,,UK Biobank,,,1981-01-01,,,,DataModel,False,,True,,Great Britain,,fb2a851b-3f1c-4665-bbdb-5461f1f36bca,,2021-01-15T14:24:59Z,GB-GBN,Hospital Inpatient data,Hospital Inpatient data,en,,fb2a851b-3f1c-4665-bbdb-5461f1f36bca,,,,,2021-01-15T14:22:28Z,,,IRREGULAR,,97c68424-dc80-4faa-b777-67c42f92a9b6,,UK Biobank,,,Hospital Inpatient data,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,0.0.1
4446b9f4-34a7-4bef-abe5-49305c039367,,,,,bf400968-f40a-4596-8b04-036883745f8c,,,,,,,,,,a7eb2110-b105-40f8-a33a-2d9221d3c3a1,5547f46f-75b7-4338-89bb-29c361187d28,fb4a069b-fd74-47b2-bbb1-9cde6b590d66,,,,,,"Screening Services - Breast Screening Data. The aim of the breast screening programme is to reduce mortality from breast cancer. Women aged 50 to 70 who are resident in Wales, and registered with a General Practitioner, are invited for a mammogram.","Data provision is free from SAIL. Overall project costing depends on the number of people that require access to the SAIL Gateway, the activities that SAIL needs to complete (e.g. loading non-standard datasets), data refreshes, analytical work required, disclosure control process, and special case technological requirements.",2-6 MONTHS,https://saildatabank.com/application-process/,50-70,,,"Johns et al., (2017); Effect of population breast screening on breast cancer mortality up to 2005 in England and Wales: an individual-level cohort study. https://www.nature.com/articles/bjc2016415",LOCAL,SAILDatabank@swansea.ac.uk,LOCAL,Public Health Wales NHS Trust,17,Public Health Wales NHS Trust,6,SAIL Databank,DATE,2018-01-29,1989-02-01,Not Available,Date when the data made available i.e. date of loading into database.,In Progress,DataModel,False,"Will vary significantly depending on linked datasets, release version,  variable selection etc",True,SQL database table,Wales,In Progress,25219983-230b-4029-9da3-c772c839ae5c,SBTW,2020-01-13T14:47:27Z,GB,"Screening,Breast,SAIL",Breast Test Wales,en,,fb4a069b-fd74-47b2-bbb1-9cde6b590d66,"Background Intellectual property introduced by either party shall remain the property of the introducing party. The parties agree that any improvements or modifications to the introducing party’s intellectual property are non-severable and shall remain the introducing party’s property. Intellectual property contained within the SAIL databank whether wholly or partially (SAIL IP) shall be owned by Swansea University and a non-exclusive royalty free licence is granted to the Customer to use SAIL IP to undertake the project.
Data within the SAIL databank remains the IP of Swansea University whilst IP in the interrogated data is the property of the Customer.",Yes. To any SAIL dataset & reference data.,,,2020-12-04T16:14:01Z,AVAIL_FROM_DT,,BIANNUAL,NOT AVAILABLE,8b9efd45-f56d-4aa3-b2b8-c66ff3813a2b,"Assessments for women who are resident in Wales aged 50 to 70 years. Older women can self-refer. Approx. 5500 assessment and 110,000 screening test records per year.",ALLIANCE > SAIL,2018-01-29T00:00:00Z,830000,Breast Test Wales,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,4.0.0
c9a56616-d6be-4415-8b90-fe8665c2c8dc,,,,,f8120918-6d7b-4a2a-a59e-bf50efe1595f,,,,,,,,,,8e32341b-ebad-4e10-8f2b-60b0b5b0ef4c,95c26bbd-f584-4aae-81ec-0c5bb157cd55,fbad23e8-5079-4f11-b8b7-aaa01c0fbc4b,,,,,,"The NIHR BioResource ran the pilot for GEL's 100,000 Genomes Project. Most of the participants with rare disease were recruited on the basis of having no known diagnosis, and have had extensive work up on WGS data, including reporting to the clinical team",https://bioresource.nihr.ac.uk/using-our-bioresource/industry-researchers/industry-bioresource-usage-costs/,1-2 MONTHS,https://bioresource.nihr.ac.uk/using-our-bioresource,18-85,,,"Publications (with DOIs) are listed at https://bioresource.nihr.ac.uk/publications/,Flagship publication: Turro, E., Astle, W.J., Megy, K. et al. Whole-genome sequencing of patients with rare diseases in a national health system. Nature 583, 96–102 (2020). https://doi.org/10.1038/s41586-020-2434-2",LOCAL,nbr@bioresource.nihr.ac.uk,OTHER,"NIHR BioResource. Acknowledgement text: ""We thank NIHR BioResource volunteers for their participation, and gratefully acknowledge NIHR BioResource centres, NHS Trusts and staff for their contribution. We thank the National Institute for Health Research, NHS Blood and Transplant, and Health Data Research UK as part of the Digital Innovation Hub Programme. The views expressed are those of the author(s) and not necessarily those of the NHS, the NIHR or the Department of Health and Social Care.""",0,Cambridge University Hospitals NHS Foundation Trust (CUH),,"Data processors are NIHR BioResource staff, others with Letters of Access to CUH and approved members of staff at the data centre (AIMES, https://aimes.uk/)",,,,European Genome-phenome Archive datasets: https://www.ebi.ac.uk/ega/dacs/EGAC00001000259,"The NIHR Bioresource consists of several groups of participants: ~70k from the general population and blood donors (COMPARE, INTERVAL and STRIDES studies); ~19k with one of ~50 rare diseases (RD) including a ~5k pilot for GEL; ~30k with Inflammatory Bowel Disease (IBD) which include the members of the HDR UK IBD Hub; and ~20k with Anxiety or depression (GLAD study). It intends to extend recruitment in all areas, and to other rare and common disease groups, with a target of ~300k by 2022. The NIHR BioResource ran the pilot for GEL's 100,000 Genomes Project. Most of the participants with rare diseases were recruited on the basis of having no known diagnosis, and have had extensive work upon WGS data, including reporting to the clinical team.",,DataModel,False,,True,"text/plink,text/vcf",Worldwide,Not Applicable,fbad23e8-5079-4f11-b8b7-aaa01c0fbc4b,WGS,2020-01-13T15:06:27Z,GB-GBN,"WGS,Genome,Sequencing,GEL",NIHR BioResource: Whole Genome Sequencing,en,,fbad23e8-5079-4f11-b8b7-aaa01c0fbc4b,,,,,2021-02-21T18:41:39Z,,,STATIC,"DNA,PLASMA,SERUM",ecb90b4a-6f4f-4398-a4f6-d64891c4a137,,ALLIANCE > NIHR BIORESOURCE,2020-06-24T00:00:00Z,,NIHR BioResource: Whole Genome Sequencing,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,4.0.0
0e7090dc-a8e1-4030-ba54-4c21e398fd0b,,,,,8202cfd0-9b9c-4cbd-a4d7-aafb7846129f,,,,,,,,,,1c850959-02e9-4ba0-9615-311343e580e5,3932ee85-69cb-414a-b4a0-b763010d90a5,b14a19db-f3fd-4298-93e9-9732d99d8ee9,fc704af0-368b-4dd0-866f-753b6d1dccf8,,,,,"The NWL HCD linked table are a number of high cost drugs that are excluded from the Payment by Results (PbR) tariff. They are typically specialist and are delivered to patients within NWL. The data includes details such as drug name, quantity and dosage.",In Progress,1-2 MONTHS,https://imperialcollegehealthpartners.com/discover-now/nwl-covid-data-access/,0-150,,,Bottleet al. BMC Medical Informatics and Decision Making (2020) 20:71 https://doi.org/10.1186/s12911-020-1082-7,LOCAL,researchers@registerfordiscover.org.uk,LOCAL,"NHS Brent CCG
Discover-NOW",1,Joint data controller model across North West London,22,NHS BRENT CCG,varchar (10),,2016-01-01,Not Applicable,Cost of the drugs prescribed,In Progress,DataModel,False,10MB,True,"Excel,SQL,Tableau,R",NHS Brent CCG; NHS Central London CCG; NHS Ealing CCG; NHS Hammersmith &Fulham CCG; NHS Harrow CCG; NHS Hillingdon CCG; NHS Hounslow CCG; NHS West London CCG,SLAM,de3936f5-5acd-4c71-8bbc-4f1b4cc17b22,NWL HCD,2020-01-10T17:02:18Z,GB,"High Cost Drugs,HCD,Discover-NOW,Integrated Care,Pathway,Real World data,Linked longitudinal",North West London High Cost Drugs Data (NWL HCD),en,,fc704af0-368b-4dd0-866f-753b6d1dccf8,In Progress,This can be linked to: Accident and Emergency Admitted Patient Care Outpatient Care Patient level data Primary care events Primary care prescriptions  Adult social care  Mental Health  Community,,,2021-03-01T10:55:03Z,ReportingPeriod,,MONTHLY,NOT AVAILABLE,75638d2c-556a-46b6-afcc-7ab425b34679,NHS patients who have require High Cost Drugs,HUB > DISCOVER NOW,2019-12-18T00:00:00Z,3500,North West London High Cost Drugs Data (NWL HCD),Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,5.0.0
,,,,,,,,,,,,,,,,,,,,,,,A complete mirror of authorised pathology reports issued by the histopathology services in the trust.,,,Available locally within Trust Clinical Data Warehouse System and authorised access by Trust staff only.,,,,,,kinga.varnai@ouh.nhs.uk,,,0,,,,,,,,,,DataModel,False,,True,,,Local,fc7b44f0-eb69-4257-8c07-7516c1210c46,CellPath,2021-01-20T13:30:13Z,,,CellPath,,,fc7b44f0-eb69-4257-8c07-7516c1210c46,,,,,2021-01-20T13:30:13Z,,,,,c4538af4-505f-45df-aeae-788ddfd7cb54,,ALLIANCE > OXFORD UNIVERSITY HOSPITALS NHS TRUST,,,CellPath,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,1.0.0
